,Row.names,ACCNUM,SYMBOL,GO,Control1_Exp1,Control2_Exp2,Control3_Exp3
18285,10454369,NA,Fhod3,formin homology 2 domain containing 3,0.028239548,-0.638121713,0.834575664
18286,10454398,NA,AW554918,expressed sequence AW554918,-0.573505599,-0.317651475,-0.348259539
18288,10454414,NA,Pik3c3,"phosphoinositide-3-kinase, class 3",0.056558572,0.033247402,0.404071713
18289,10454441,NA,Syt4,synaptotagmin IV,-0.452014141,-0.507382071,0.302898006
18290,10454445,NA,Slc25a46,"solute carrier family 25, member 46",0.247931152,-0.953907482,0.721503265
18291,10454447,NA,Sap130,Sin3A associated protein,-1.006849571,1.204369671,-0.85064666
18292,10454469,NA,Ammecr1l,AMME chromosomal region gene 1-like,0.040813022,1.250733423,-0.655603338
18293,10454478,NA,Polr2d,polymerase (RNA) II (DNA directed) polypeptide D,0.12730372,0.613541577,-0.000782047
18294,10454483,NA,Wdr33,WD repeat domain 33,-0.603426236,-0.475947874,0.197784535
18296,10454514,NA,Lims2,LIM and senescent cell antigen like domains 2,0.489056175,-0.224267189,0.370440948
18297,10454525,NA,Iws1,IWS1 homolog (S. cerevisiae),0.0778532,0.49099126,-0.223465045
18299,10454546,NA,Map3k2,mitogen-activated protein kinase kinase kinase 2,0.062246847,0.776021962,-0.700111151
18300,10454564,NA,Ercc3,"excision repair cross-complementing rodent repair deficiency, complementation group 3",-0.36913772,-0.270969432,-0.060931749
18301,10454580,NA,Bin1,bridging integrator 1,0.155568969,-0.28944416,0.750979331
18302,10454601,NA,Tslp,thymic stromal lymphopoietin,0.681185081,-0.055000502,0.390586669
18303,10454606,NA,Wdr36,WD repeat domain 36,-0.475457853,0.064000007,-0.101757634
18304,10454632,NA,Camk4,calcium/calmodulin-dependent protein kinase IV,0.063578977,-0.104628327,0.454257255
18305,10454647,NA,Gm10549,predicted gene 10549,-0.983692204,0.321370305,0.525399554
18308,10454655,NA,Apc,adenomatosis polyposis coli,-0.480970725,0.665381101,-1.08417653
18309,10454674,NA,Srp19,signal recognition particle 19,-0.308435247,-0.653488762,-0.594350647
18310,10454683,NA,Pkd2l2,polycystic kidney disease 2-like 2,0.143322691,-0.005163863,-0.023358958
18311,10454701,NA,Wnt8a,wingless-related MMTV integration site 8A,-0.080119535,-0.550130685,-0.015914101
18312,10454709,NA,Kif20a,kinesin family member 20A,0.245204324,0.050883271,-0.185598707
18313,10454731,NA,Cdc23,CDC23 cell division cycle 23,0.434642461,-0.562713135,-0.048597512
18314,10454733,NA,Rpl29,ribosomal protein L29,0.302568209,0.334775166,-0.314868462
18315,10454735,NA,Fam53c,"family with sequence similarity 53, member C",-0.680429672,-0.085123477,0.461260939
18316,10454741,NA,Kdm3b,KDM3B lysine (K)-specific demethylase 3B,-1.248359201,1.361729764,-0.382918945
18317,10454771,NA,Reep2,receptor accessory protein 2,0.101958686,0.022058811,0.419718702
18318,10454782,NA,Egr1,early growth response 1,-0.333714516,0.144455008,0.420226357
18319,10454786,NA,Ctnna1,"catenin (cadherin associated protein), alpha 1",-0.054574163,0.325554152,-0.034543284
18321,10454807,NA,Snora74a,"small nucleolar RNA, H/ACA box 74A",0.602733854,-1.202785745,1.305627669
18322,10454809,NA,Matr3,matrin 3,-0.005693348,0.316920623,-1.015511649
18323,10454828,NA,Pnet-ps,"prenatal ethanol induced mRNA, pseudogene",-0.613174127,1.767412537,-0.873565331
18324,10454831,NA,Paip2,polyadenylate-binding protein-interacting protein 2,-0.393706992,0.049730689,-0.929112071
18325,10454836,NA,1700066B19Rik,RIKEN cDNA 1700066B19 gene,0.505312547,-0.252464228,0.461972333
18327,10454842,NA,Ube2d2a,ubiquitin-conjugating enzyme E2D 2A,-0.39341728,0.50845382,-0.274480644
18328,10454851,NA,Cxxc5,CXXC finger 5,-0.091468922,0.532551198,0.128551674
18329,10454856,NA,Psd2,pleckstrin and Sec7 domain containing 2,0.196896112,0.797303072,-0.013308986
18330,10454873,NA,4930471G03Rik,RIKEN cDNA 4930471G03 gene,0.128802766,-0.304037713,0.296255539
18331,10454877,NA,Pura,purine rich element binding protein A,-0.218015155,-0.293174715,0.074784108
18332,10454881,NA,Cystm1,cysteine-rich transmembrane module containing 1,0.014734874,-0.116911391,0.433487836
18333,10454885,NA,Slc4a9,"solute carrier family 4, sodium bicarbonate cotransporter, member 9",0.36315563,-0.199091708,0.070932146
18334,10454912,NA,Ankhd1,ankyrin repeat and KH domain containing 1,-0.510369402,0.332482515,-0.689991623
18335,10454944,NA,Eif4ebp3,eukaryotic translation initiation factor 4E binding protein 3,-0.288039646,0.514223946,-0.26328226
18336,10454950,NA,Slc35a4,"solute carrier family 35, member A4",-0.612975396,0.640796136,-0.173304441
18337,10454953,NA,Tmco6,transmembrane and coiled-coil domains 6,0.120986952,-0.145186273,-0.18078808
18338,10454966,NA,Ik,IK cytokine,-0.17381639,0.477022562,-0.639948585
18339,10454984,NA,Wdr55,WD repeat domain 55,-0.335239718,-0.450977203,0.606033574
18340,10454993,NA,Hars2,"histidyl-tRNA synthetase 2, mitochondrial (putative)",-0.350191213,0.170959169,0.095279037
18341,10455007,NA,Zmat2,"zinc finger, matrin type 2",-0.314560521,0.508840512,-0.634272988
18342,10455015,NA,Vaultrc5,vault RNA component 5,1.997596007,-0.303561094,1.949384113
18345,10455048,NA,Pcdhb1,protocadherin beta 1,-0.324479425,-0.620588953,0.216278469
18346,10455050,NA,Pcdhb2,protocadherin beta 2,-0.127744168,-0.360673917,-0.29896253
18347,10455054,NA,Pcdhb3,protocadherin beta 3,-0.195014823,0.156041077,-0.113132118
18348,10455061,NA,Pcdhb4,protocadherin beta 4,0.235773261,-0.311994855,0.008714138
18349,10455065,NA,Pcdhb5,protocadherin beta 5,-0.191040245,0.314859053,0.285274901
18350,10455069,NA,Pcdhb6,protocadherin beta 6,-0.331037703,-0.170613095,0.007159193
18351,10455071,NA,Pcdhb7,protocadherin beta 7,0.508086755,0.434526958,0.058814142
18352,10455078,NA,Pcdhb8,protocadherin beta 8,0.264120402,-0.24903049,-0.018449389
18353,10455080,NA,Pcdhb9,protocadherin beta 9,-0.966000464,0.365899354,-1.954199557
18354,10455084,NA,Pcdhb10,protocadherin beta 10,0.019254159,-0.414841639,0.055341965
18355,10455088,NA,Pcdhb11,protocadherin beta 11,0.249754566,-0.194734594,0.07067205
18356,10455092,NA,Pcdhb12,protocadherin beta 12,-0.143714193,1.123604528,-0.431017143
18357,10455094,NA,Pcdhb13,protocadherin beta 13,-0.033790314,-0.132228328,0.165305502
18358,10455098,NA,Pcdhb14,protocadherin beta 14,-0.148581275,0.699845381,-0.204747623
18359,10455104,NA,Pcdhb15,protocadherin beta 15,-0.196904134,-0.156315942,0.432502521
18360,10455108,NA,Pcdhb16,protocadherin beta 16,0.585763911,0.262398399,-0.174245098
18361,10455112,NA,Pcdhb17,protocadherin beta 17,-0.880688432,1.391836076,-0.594944653
18362,10455118,NA,Pcdhb18,protocadherin beta 18,0.311808526,-0.242068091,-1.243393939
18363,10455123,NA,Pcdhb19,protocadherin beta 19,-0.316614157,-0.145495125,-0.702533607
18364,10455128,NA,Pcdhb20,protocadherin beta 20,0.070171941,-0.133450301,-0.326679146
18365,10455135,NA,Pcdhb21,protocadherin beta 21,-0.630201212,0.077594677,-0.656796322
18366,10455139,NA,Pcdhb22,protocadherin beta 22,0.098927324,-0.311118487,-0.044754511
18370,10455210,NA,Rpl17,ribosomal protein L17,0.085335328,0.070113556,-0.317958816
18371,10455212,NA,0610009O20Rik,RIKEN cDNA 0610009O20 gene,-0.048022339,-0.273817646,0.169567352
18372,10455227,NA,Rnf14,ring finger protein 14,-0.588562396,0.838153807,-0.269090288
18373,10455238,NA,Ndfip1,Nedd4 family interacting protein 1,-0.209476627,0.611691384,0.262971213
18374,10455249,NA,Arhgap26,Rho GTPase activating protein 26,0.011621472,-0.160245674,-0.092030591
18376,10455259,NA,Arhgap26,Rho GTPase activating protein 26,-0.760342391,0.314412558,-0.586098006
18377,10455289,NA,Pabpc2,"poly(A) binding protein, cytoplasmic 2",-0.03921625,-0.628989199,0.745384608
18378,10455292,NA,2900055J20Rik,RIKEN cDNA 2900055J20 gene,-0.212480597,-0.760891377,0.539500927
18379,10455294,NA,Kctd16,potassium channel tetramerisation domain containing 16,-0.203489991,-0.655644251,0.513007944
18381,10455299,NA,Sh3rf2,SH3 domain containing ring finger 2,0.018666987,-0.496029843,0.734852727
18383,10455312,NA,Rbm27,RNA binding motif protein 27,-0.20630657,0.673180096,-0.807842728
18384,10455335,NA,Pou4f3,"POU domain, class 4, transcription factor 3",-0.169253191,-0.49525906,1.044840598
18385,10455338,NA,Rpl21,ribosomal protein L21,-0.051529113,0.337894823,-0.396425044
18387,10455346,NA,Tcerg1,transcription elongation regulator 1 (CA150),-0.031744712,0.724816344,-0.593840273
18388,10455372,NA,C330007P06Rik,RIKEN cDNA C330007P06 gene,1.210792507,0.279849435,1.522943349
18389,10455374,NA,Stk32a,serine/threonine kinase 32A,-0.070311374,-0.005840789,0.177100884
18390,10455389,NA,Scgb3a2,"secretoglobin, family 3A, member 2",0.133130483,-0.315160194,0.17059825
18391,10455395,NA,Spink5,"serine peptidase inhibitor, Kazal type 5",-0.086901288,0.102936309,0.865917881
18392,10455428,NA,Spink14,"serine peptidase inhibitor, Kazal type 14",0.091964031,-0.198559778,0.218236309
18394,10455441,NA,Spink6,"serine peptidase inhibitor, Kazal type 6",0.418044926,-0.463012001,0.099902329
18395,10455446,NA,Spink12,"serine peptidase inhibitor, Kazal type 11",0.172515374,-0.532211777,0.75698527
18397,10455457,NA,Npy6r,neuropeptide Y receptor Y6,-0.149686393,-0.332820167,0.433706524
18398,10455461,NA,Myot,myotilin,-0.165060169,-0.472062624,0.102124025
18399,10455472,NA,Dcp2,DCP2 decapping enzyme homolog (S. cerevisiae),-0.150818054,1.265329982,-0.503088857
18400,10455483,NA,Ythdc2,YTH domain containing 2,-0.257066089,1.38760457,-1.224142705
18401,10455514,NA,Kcnn2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",-0.137169038,-0.162509483,0.158349567
18402,10455531,NA,1700018A14Rik,RIKEN cDNA 1700018A14 gene,0.580479804,0.116316938,0.044172599
18403,10455533,NA,Eif1a,eukaryotic translation initiation factor 1A,-0.118146512,0.394421575,-0.256868904
18404,10455542,NA,Ap3s1,"adaptor-related protein complex 3, sigma 1 subunit",-0.466186227,0.030068235,-0.894659621
18405,10455550,NA,4833403I15Rik,RIKEN cDNA 4833403I15 gene,0.180586106,-0.349102173,0.567790621
18406,10455572,NA,Arl14epl,ADP-ribosylation factor-like 14 effector protein-like,0.00466238,-0.228225195,0.432503884
18407,10455578,NA,Commd10,COMM domain containing 10,0.063270588,-0.50557886,0.232477415
18408,10455588,NA,Hspe1,heat shock protein 1 (chaperonin 10),0.260772691,0.150070101,-0.931070615
18412,10455602,NA,Dmxl1,Dmx-like 1,-0.538472349,1.205980058,-1.064934162
18413,10455647,NA,Tnfaip8,"tumor necrosis factor, alpha-induced protein 8",0.296193011,-0.500132929,0.076200112
18415,10455656,NA,Hsd17b4,hydroxysteroid (17-beta) dehydrogenase 4,-0.453555392,0.387335762,-0.248950414
18416,10455682,NA,Fam170a,"family with sequence similarity 170, member A",0.123311923,-0.231341855,0.539341467
18417,10455687,NA,Prr16,proline rich 16,0.007975633,-0.498554255,0.140007358
18418,10455691,NA,Ftmt,ferritin mitochondrial,-0.059657296,-0.210777714,0.368069159
18419,10455695,NA,Srfbp1,serum response factor binding protein 1,-0.319247548,0.259284629,0.697705699
18421,10455707,NA,Zfp474,zinc finger protein 474,0.142092496,-0.163774003,0.213879222
18422,10455714,NA,1700034E13Rik,RIKEN cDNA 1700034E13 gene,0.162404486,0.004551538,0.288285748
18423,10455719,NA,Gykl1,glycerol kinase-like 1,0.463189795,-0.232980259,0.064715485
18424,10455721,NA,Sncaip,"synuclein, alpha interacting protein (synphilin)",-0.142594207,0.292223252,0.285909299
18425,10455738,NA,Snx2,sorting nexin 2,-0.218313548,0.10684381,-0.923633559
18426,10455752,NA,Snx24,sorting nexing 24,-1.27703914,0.446037118,-0.983769418
18427,10455761,NA,Prdm6,PR domain containing 6,-0.207186366,-0.116127896,0.585614726
18428,10455769,NA,Csnk1g3,"casein kinase 1, gamma 3",0.302635594,0.228984093,-1.205847059
18429,10455780,NA,Gapdh,glyceraldehyde-3-phosphate dehydrogenase,0.177439075,0.244717758,0.579329278
18431,10455784,NA,Gramd3,GRAM domain containing 3,-0.472059083,0.685072175,0.056205342
18432,10455801,NA,Phax,phosphorylated adaptor for RNA export,0.104861953,-0.086844259,-0.515505981
18433,10455809,NA,1700065I17Rik,RIKEN cDNA 1700065I17 gene,-0.066118078,-0.465255394,0.186481817
18434,10455813,NA,Lmnb1,lamin B1,-0.665502938,-0.160376897,0.18273031
18435,10455824,NA,Gm10536,predicted gene 10536,-0.078021588,-0.328337331,0.342076721
18436,10455826,NA,Megf10,multiple EGF-like-domains 10,-0.489125331,0.792209731,-0.092887243
18437,10455852,NA,Prrc1,proline-rich coiled-coil 1,-0.390395946,0.644884563,-0.665607754
18438,10455863,NA,Ctxn3,cortexin 3,0.243679636,-0.239228594,0.312641665
18439,10455866,NA,1700011I03Rik,RIKEN cDNA 1700011I03 gene,-0.038273173,-0.370663273,0.302723388
18440,10455873,NA,Slc12a2,"solute carrier family 12, member 2",-0.443231661,0.948434752,-0.783111117
18441,10455901,NA,Slc27a6,"solute carrier family 27 (fatty acid transporter), member 6",0.060196417,-0.116696336,0.106563792
18442,10455912,NA,Isoc1,isochorismatase domain containing 1,0.166138106,0.186655098,-0.417289103
18443,10455919,NA,Adamts19,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19",-0.035865289,-0.040196349,0.413400674
18444,10455942,NA,A730017C20Rik,RIKEN cDNA A730017C20 gene,0.114947575,-0.694642868,0.117465391
18445,10455948,NA,Chsy3,chondroitin sulfate synthase 3,-0.094178654,0.454541438,0.011562648
18446,10455954,NA,Gm4951,predicted gene 4951,0.083422468,-0.74172103,0.350568968
18449,10455961,NA,Iigp1,interferon inducible GTPase 1,0.446061052,0.047403658,0.686229414
18450,10455967,NA,2610318N02Rik,RIKEN cDNA 2610318N02 gene,0.00616242,-0.139314512,0.130005999
18452,10455974,NA,Dctn4,dynactin 4,-0.398618574,0.808938296,-0.49957354
18453,10455989,NA,Rbm22,RNA binding motif protein 22,-0.167032389,0.725681266,-0.239012878
18454,10456001,NA,Rps14,ribosomal protein S14,-0.282420544,0.663754409,-1.549609335
18455,10456005,NA,Cd74,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)",0.467215423,0.234578426,1.097891891
18456,10456018,NA,Arsi,arylsulfatase i,0.129839591,0.343382458,0.516239408
18457,10456021,NA,Camk2a,calcium/calmodulin-dependent protein kinase II alpha,0.003357314,-0.201452064,0.292501003
18458,10456046,NA,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",0.295977474,-0.385809018,0.362653916
18459,10456071,NA,Csf1r,colony stimulating factor 1 receptor,0.354481582,-0.131581134,0.13318485
18460,10456096,NA,Pde6a,"phosphodiesterase 6A, cGMP-specific, rod, alpha",-0.035160375,0.084169208,0.392443621
18461,10456120,NA,Csnk1a1,"casein kinase 1, alpha 1",-0.249807366,0.643236268,-0.860089292
18462,10456136,NA,Il17b,interleukin 17B,0.09536733,-0.524737944,0.292217895
18463,10456140,NA,Sh3tc2,SH3 domain and tetratricopeptide repeats 2,-0.021818939,-0.456105688,0.341336664
18465,10456161,NA,Htr4,5 hydroxytryptamine (serotonin) receptor 4,0.379101001,-0.167937469,0.441466875
18466,10456171,NA,Spink10,"serine peptidase inhibitor, Kazal type 10",0.101032779,0.013866505,0.344749909
18467,10456184,NA,Apcdd1,adenomatosis polyposis coli down-regulated 1,0.347424656,-0.050132792,0.259698359
18468,10456194,NA,Napg,N-ethylmaleimide sensitive fusion protein attachment protein gamma,-0.494177406,0.485450998,-0.351520261
18469,10456206,NA,Wdr7,WD repeat domain 7,-0.058045177,0.298880103,-0.585070243
18470,10456237,NA,St8sia3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3",0.101790508,-0.18810012,0.167872324
18472,10456248,NA,Onecut2,"one cut domain, family member 2",-0.026914027,-0.543497275,0.346921511
18473,10456254,NA,Nedd4l,"neural precursor cell expressed, developmentally down-regulated gene 4-like",-0.53521147,0.659230276,-1.081798894
18474,10456289,NA,AA667203,expressed sequence AA667203,0.223836243,0.046988287,-0.021682413
18475,10456291,NA,Mir122a,microRNA 122a,0.28572194,-0.44143658,0.216548894
18477,10456296,NA,Malt1,mucosa associated lymphoid tissue lymphoma translocation gene 1,-0.20033675,0.165678543,0.191293611
18478,10456317,NA,Zfp532,zinc finger protein 532,-0.347689013,-0.34487414,0.349057189
18479,10456329,NA,Oacyl,O-acyltransferase like,0.408864251,-0.37497292,0.264021274
18480,10456346,NA,Sec11c,SEC11 homolog C (S. cerevisiae),1.144851554,-1.00264611,-2.402840285
18481,10456353,NA,Grp,gastrin releasing peptide,-0.143280268,-0.69730531,0.586459545
18482,10456357,NA,Pmaip1,phorbol-12-myristate-13-acetate-induced protein 1,-0.522658134,0.108996338,0.19728965
18483,10456361,NA,Gm9926,predicted gene 9926,0.138731007,-0.091324908,0.577470358
18484,10456363,NA,Gnal,"guanine nucleotide binding protein, alpha stimulating, olfactory type",-0.11129893,-0.195561555,0.079859769
18485,10456378,NA,Chmp1b,charged multivesicular body protein 1B,-0.522750757,0.709320545,-1.66061727
18486,10456383,NA,Impa2,inositol (myo)-1(or 4)-monophosphatase 2,0.463189113,-0.320088527,-0.021558263
18487,10456392,NA,Cidea,"cell death-inducing DNA fragmentation factor, alpha subunit-like effector A",-0.83189445,-0.548628592,0.311452798
18488,10456400,NA,Tubb6,"tubulin, beta 6 class V",0.076496617,-0.128159262,0.522485765
18489,10456405,NA,Slmo1,slowmo homolog 1 (Drosophila),-0.62746538,0.003392501,0.537151515
18490,10456414,NA,Psmg2,"proteasome (prosome, macropain) assembly chaperone 2",-0.179638238,0.489579317,-0.66930302
18491,10456423,NA,Seh1l,SEH1-like (S. cerevisiae,-0.240082425,0.52366613,0.431786355
18494,10456439,NA,Cep192,centrosomal protein 192,-0.02124355,0.850113364,-0.570790751
18496,10456488,NA,Cep192,centrosomal protein 192,0.498975841,-0.585819426,1.791926243
18497,10456490,NA,Cep192,centrosomal protein 192,-1.077949187,0.593040711,1.123158853
18498,10456492,NA,Ldlrad4,low density lipoprotein receptor class A domain containing 4,0.305515209,-0.175374452,0.24907486
18499,10456501,NA,Rnmt,RNA (guanine-7-) methyltransferase,-0.530679613,1.60647698,-0.844407173
18500,10456513,NA,Mc5r,melanocortin 5 receptor,0.14603276,-0.609265866,0.001634396
18501,10456516,NA,A730085E03Rik,RIKEN cDNA A730085E03 gene,0.066961373,-0.654463606,0.280957077
18503,10456522,NA,Tcf4,transcription factor 4,-0.540374162,0.639406469,-0.595299159
18504,10456545,NA,Ccdc68,coiled-coil domain containing 68,-0.122251738,-0.461301165,-0.100505934
18505,10456556,NA,Stard6,StAR-related lipid transfer (START) domain containing 6,-0.884529191,0.162470013,-0.081823233
18506,10456566,NA,Mbd2,methyl-CpG binding domain protein 2,-0.22368988,0.300810757,0.053721821
18508,10456579,NA,Mex3c,mex3 homolog C (C. elegans),-0.184700409,-0.048434997,0.654875387
18510,10456587,NA,Mro,maestro,0.020073468,-0.440293381,0.039963585
18512,10456601,NA,Cxxc1,CXXC finger 1 (PHD domain),0.39041114,0.29868563,1.165651418
18514,10456622,NA,Mbd1,methyl-CpG binding domain protein 1,0.316061111,-0.35274213,0.190196939
18515,10456639,NA,Ccdc11,coiled-coil domain containing 11,-0.072499158,0.131624575,0.215160131
18517,10456653,NA,Myo5b,myosin VB,-0.185280012,-0.357682091,-0.152906668
18518,10456699,NA,Acaa2,acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase),-0.555044926,-0.473899164,0.256496453
18519,10456709,NA,Rpl17,ribosomal protein L17,0.152427071,0.098848681,-0.218001544
18520,10456717,NA,Snord58b,"small nucleolar RNA, C/D box 58B",0.217685758,-0.966707216,-0.228561183
18523,10456723,NA,BC031181,cDNA sequence BC031181,-0.151922046,-0.292720296,-0.102792057
18524,10456727,NA,Dym,dymeclin,-1.340140384,0.501045834,0.107461595
18525,10456745,NA,Smad7,SMAD family member 7,-0.844543307,0.459752718,-0.268085185
18526,10456754,NA,Gm10532,predicted gene 10532,-0.169402457,-0.342295268,-0.149900236
18527,10456756,NA,Zbtb7c,zinc finger and BTB domain containing 7C,0.291690555,-0.180608662,-0.03175259
18528,10456764,NA,Smad2,SMAD family member 2,-0.429391215,0.236049919,-0.647879034
18529,10456781,NA,Skor2,SKI family transcriptional corepressor 2,-0.049116454,-0.326688246,0.141267125
18530,10456793,NA,Ier3ip1,immediate early response 3 interacting protein 1,1.239089793,1.288256475,-1.547708654
18531,10456798,NA,Hdhd2,haloacid dehalogenase-like hydrolase domain containing 2,0.111291654,0.224117273,-0.047064801
18532,10456812,NA,Hdhd2,haloacid dehalogenase-like hydrolase domain containing 2,0.317714273,0.564775852,0.009988901
18533,10456814,NA,Pias2,protein inhibitor of activated STAT 2,-0.140635912,0.665228196,-0.837339069
18534,10456836,NA,St8sia5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5",0.119179226,-0.101215762,0.280982547
18535,10456846,NA,Loxhd1,lipoxygenase homology domains 1,-0.146162732,-0.106660991,-0.047089873
18536,10456887,NA,Loxhd1,lipoxygenase homology domains 1,-0.121484145,-0.744038809,0.506127085
18537,10456889,NA,4930465K10Rik,RIKEN cDNA 4930465K10 gene,0.266649711,-0.034227691,0.379673299
18539,10456904,NA,Pstpip2,proline-serine-threonine phosphatase-interacting protein 2,-0.190698837,-0.087113761,0.217630483
18540,10456922,NA,Epg5,ectopic P-granules autophagy protein 5 homolog (C. elegans),-0.165560374,0.330494758,0.134962794
18543,10456972,NA,Gm10265,predicted gene 10265,0.523608157,-0.164537075,0.329431432
18544,10456974,NA,Arf1,ADP-ribosylation factor 1,-0.541816789,-0.28528358,0.840095894
18551,10456988,NA,Pard6g,par-6 family cell polarity regulator gamma,-0.052574793,-0.42625074,0.164802086
18552,10456995,NA,Txnl4a,thioredoxin-like 4A,0.129512755,-0.038695551,0.348930542
18553,10457007,NA,Pqlc1,PQ loop repeat containing 1,-0.447463623,-0.232576659,0.300724885
18555,10457022,NA,Mbp,myelin basic protein,0.216437915,-0.272154032,0.602747328
18556,10457038,NA,Gm10524,predicted gene 10524,-0.283152847,-0.140658874,-0.757901434
18557,10457040,NA,Zfp516,zinc finger protein 516,-0.268251337,0.506759944,0.27398501
18558,10457048,NA,Gm10523,predicted gene 10523,0.256519655,-0.099196401,-0.036732147
18560,10457054,NA,Zadh2,"zinc binding alcohol dehydrogenase, domain containing 2",0.028753097,0.830695402,0.487308111
18562,10457063,NA,Fam69c,"family with sequence similarity 69, member C",0.415159597,0.124708301,0.137296913
18563,10457071,NA,Cyb5,cytochrome b-5,-0.398170584,1.209100695,0.393586767
18564,10457077,NA,Fbxo15,F-box protein 15,-0.046730057,-0.137073918,0.284030111
18565,10457091,NA,Neto1,neuropilin (NRP) and tolloid (TLL)-like 1,-0.035217909,-0.007181915,0.467201331
18566,10457106,NA,Cbln2,cerebellin 2 precursor protein,0.16269146,-0.337699049,0.32930852
18567,10457114,NA,Bhmt,betaine-homocysteine methyltransferase,0.065344483,-0.223241075,0.140649638
18568,10457118,NA,Rttn,rotatin,0.003679761,-0.079819758,0.191177662
18569,10457168,NA,Cd226,CD226 antigen,0.155809124,-0.642567937,0.367161742
18571,10457183,NA,Tmx3,thioredoxin-related transmembrane protein 3,0.632049029,0.55313484,-0.909388504
18573,10457205,NA,Crem,cAMP responsive element modulator,-0.587653919,0.621524246,-0.203540666
18576,10457225,NA,Map3k8,mitogen-activated protein kinase kinase kinase 8,0.121615914,0.179420749,0.332925568
18577,10457235,NA,Zfp438,zinc finger protein 438,-0.564446537,-0.109083909,0.008428099
18579,10457250,NA,Arhgap12,Rho GTPase activating protein 12,-0.071106508,1.034740593,-0.759338726
18580,10457273,NA,Kif5b,kinesin family member 5B,0.392506331,0.753335135,0.056127448
18581,10457302,NA,Epc1,enhancer of polycomb homolog 1 (Drosophila),-0.379781164,0.238282079,0.021708909
18582,10457323,NA,Mkx,mohawk homeobox,-0.295364349,-0.374865801,0.349256742
18583,10457331,NA,Mzt1,mitotic spindle organizing protein 1,1.842025835,-0.190012961,0.015445047
18584,10457333,NA,Armc4,armadillo repeat containing 4,-0.329513964,-0.276091835,0.076744294
18585,10457345,NA,Armc4,armadillo repeat containing 4,0.036920279,0.423309743,-0.4581119
18586,10457357,NA,Mpp7,"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)",-2.711015512,-0.073674724,-0.477676374
18587,10457359,NA,Mpp7,"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)",-0.706450401,0.317845234,-0.179264001
18590,10457382,NA,Gjd4,"gap junction protein, delta 4",-0.058140366,0.007448804,-0.214357432
18591,10457385,NA,Ccny,cyclin Y,-0.130708883,0.589212025,-0.117987696
18593,10457402,NA,Cetn1,centrin 1,0.112802536,-0.143115858,0.205605346
18595,10457409,NA,Usp14,ubiquitin specific peptidase 14,-0.321261963,0.652215251,-0.595568714
18596,10457429,NA,Rock1,Rho-associated coiled-coil containing protein kinase 1,-0.10760965,0.391281766,-1.23026089
18597,10457463,NA,Nutf2-ps1,"nuclear transport factor 2, pseudogene 1",-1.248850476,1.523659063,-0.459685149
18598,10457465,NA,Esco1,establishment of cohesion 1 homolog 1 (S. cerevisiae),-0.259242845,1.079232435,-0.871598822
18599,10457475,NA,Abhd3,abhydrolase domain containing 3,0.325501728,0.032357503,-0.226809785
18602,10457489,NA,Tmem241,transmembrane protein 241,0.280338526,-0.173305789,0.268074653
18603,10457508,NA,Npc1,Niemann Pick type C1,-0.26732117,0.649182095,-0.405146151
18604,10457536,NA,Ankrd29,ankyrin repeat domain 29,0.314656843,0.543194208,0.43834417
18605,10457546,NA,Osbpl1a,oxysterol binding protein-like 1A,-0.455531964,-0.028590602,0.265718334
18608,10457587,NA,Zfp521,zinc finger protein 521,0.044697973,-0.191456314,-0.322708513
18609,10457598,NA,Ss18,"synovial sarcoma translocation, Chromosome 18",0.339598179,0.253483927,-0.352134551
18610,10457606,NA,Kctd1,potassium channel tetramerisation domain containing 1,0.074159435,-0.334210603,0.358724438
18611,10457614,NA,Aqp4,aquaporin 4,0.123273362,-0.21327687,0.522235956
18612,10457628,NA,Chst9,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9,-0.100540748,-0.927416769,0.440338423
18614,10457640,NA,S100a11,S100 calcium binding protein A11 (calgizzarin),0.054194142,0.274542535,-0.417237168
18615,10457644,NA,Cdh2,cadherin 2,0.063933928,0.137397675,-0.90854611
18617,10457665,NA,4921533I20Rik,PRP18 pre-mRNA processing factor 18 homolog pseudogene,0.400098138,-0.90344096,0.38074134
18619,10457669,NA,Dsc3,desmocollin 3,-0.147098555,-0.36773971,0.282842009
18620,10457686,NA,Dsc2,desmocollin 2,0.2406343,-0.290033039,-0.243138038
18621,10457707,NA,Dsc1,desmocollin 1,-0.090660388,-0.508940093,0.386843369
18623,10457731,NA,Rpl35,ribosomal protein L35,0.11845196,0.409474184,-0.216579687
18624,10457733,NA,B4galt6,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6",0.273097825,0.328908262,0.577736389
18625,10457745,NA,Trappc8,trafficking protein particle complex 8,-0.425606312,0.818796743,-0.239461437
